customer_id,age,gender,item_purchased,category,purchase_amount,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,promo_code_used,previous_purchases,payment_method,frequency_of_purchases,review_missing,used_promo,purchases_per_year,engagement_score,promo_dependency_score,promo_dependency_tier,lifetime_value_proxy,value_tier,satisfaction_tier,high_satisfaction,loyalty_score_a,loyalty_score_b,loyal_a_flag,loyal_b_flag
2149,19,Male,T-shirt,Clothing,45,Nebraska,XL,Turquoise,Winter,4.6,No,2-Day Shipping,No,No,19,PayPal,Bi-Weekly,0,0,26,41.6,0.0,No Promo Use,855,Silver,Satisfied,1,41.6,16.9,0,0
2150,38,Male,Sandals,Footwear,21,Hawaii,L,Orange,Winter,4.0,No,Standard,No,No,1,Bank Transfer,Weekly,0,0,52,40.0,0.0,No Promo Use,21,Bronze,Neutral,0,40.0,0.0,0,0
2151,57,Male,Shirt,Clothing,40,Illinois,M,Orange,Spring,2.6,No,2-Day Shipping,No,No,12,Cash,Weekly,0,0,52,53.5,0.0,No Promo Use,480,Bronze,Dissatisfied,0,53.5,9.3,0,0
2152,70,Male,Jeans,Clothing,58,Vermont,L,Brown,Fall,2.6,No,2-Day Shipping,No,No,18,Venmo,Monthly,0,0,12,29.4,0.0,No Promo Use,1044,Silver,Dissatisfied,0,29.4,20.8,0,0
2153,38,Male,Shorts,Clothing,48,New Jersey,L,Magenta,Summer,4.5,No,Next Day Air,No,No,43,Bank Transfer,Bi-Weekly,0,0,26,71.0,0.0,No Promo Use,2064,Gold,Satisfied,1,71.0,41.4,1,1
2154,35,Male,Shirt,Clothing,94,Kentucky,M,Violet,Fall,4.2,No,Free Shipping,No,No,31,PayPal,Annually,0,0,1,36.7,0.0,No Promo Use,2914,Platinum,Satisfied,1,36.7,58.7,0,1
2155,46,Male,Scarf,Accessories,74,Wyoming,M,Violet,Spring,3.4,No,Store Pickup,No,No,33,Cash,Every 3 Months,0,0,4,41.5,0.0,No Promo Use,2442,Platinum,Neutral,0,41.5,49.1,0,1
2156,32,Male,Handbag,Accessories,51,Hawaii,L,Yellow,Fall,3.7,No,Store Pickup,No,No,46,PayPal,Monthly,0,0,12,63.7,0.0,No Promo Use,2346,Platinum,Neutral,0,63.7,47.2,1,1
2157,38,Male,Skirt,Clothing,83,Missouri,M,Maroon,Winter,3.6,No,Next Day Air,No,No,41,Debit Card,Bi-Weekly,0,0,26,68.6,0.0,No Promo Use,3403,Platinum,Neutral,0,68.6,68.6,1,1
2158,41,Male,Handbag,Accessories,68,Mississippi,L,Turquoise,Winter,4.0,No,Next Day Air,No,No,41,Venmo,Fortnightly,0,0,26,68.6,0.0,No Promo Use,2788,Platinum,Neutral,0,68.6,56.1,1,1
2159,19,Male,Gloves,Accessories,84,Massachusetts,XL,Olive,Spring,4.6,No,Standard,No,No,9,Bank Transfer,Fortnightly,0,0,26,29.4,0.0,No Promo Use,756,Silver,Satisfied,1,29.4,14.9,0,0
2160,18,Male,Shirt,Clothing,58,Louisiana,M,Peach,Fall,3.0,No,Free Shipping,No,No,34,Cash,Annually,0,0,1,40.4,0.0,No Promo Use,1972,Gold,Dissatisfied,0,40.4,39.6,0,1
2161,45,Male,Blouse,Clothing,92,West Virginia,L,Charcoal,Winter,3.3,No,Express,No,No,21,PayPal,Annually,0,0,1,24.5,0.0,No Promo Use,1932,Gold,Neutral,0,24.5,38.8,0,1
2162,23,Male,Dress,Clothing,69,Washington,S,Peach,Summer,3.8,No,Express,No,No,5,Debit Card,Fortnightly,0,0,26,24.5,0.0,No Promo Use,345,Bronze,Neutral,0,24.5,6.6,0,0
2163,60,Male,Shorts,Clothing,48,Oregon,S,Black,Summer,2.7,No,Free Shipping,No,No,32,PayPal,Weekly,0,0,52,78.0,0.0,No Promo Use,1536,Gold,Dissatisfied,0,78.0,30.7,1,0
2164,52,Male,Shoes,Footwear,60,New York,L,Gray,Spring,4.5,No,Express,No,No,44,Bank Transfer,Monthly,0,0,12,61.3,0.0,No Promo Use,2640,Platinum,Satisfied,1,61.3,53.1,1,1
2165,42,Male,Sandals,Footwear,20,Iowa,S,Olive,Winter,4.8,No,Next Day Air,No,No,46,PayPal,Bi-Weekly,0,0,26,74.7,0.0,No Promo Use,920,Silver,Satisfied,1,74.7,18.2,1,0
2166,29,Male,Pants,Clothing,55,Idaho,M,Turquoise,Summer,4.2,No,Express,No,No,42,Credit Card,Every 3 Months,0,0,4,52.6,0.0,No Promo Use,2310,Platinum,Satisfied,1,52.6,46.4,0,1
2167,31,Male,Jacket,Outerwear,88,New Jersey,S,Purple,Spring,3.5,No,Express,No,No,50,Credit Card,Bi-Weekly,0,0,26,79.6,0.0,No Promo Use,4400,Platinum,Neutral,0,79.6,88.8,1,1
2168,30,Male,Skirt,Clothing,48,Ohio,L,Green,Winter,4.9,No,Standard,No,No,33,Venmo,Fortnightly,0,0,26,58.8,0.0,No Promo Use,1584,Gold,Satisfied,1,58.8,31.7,1,1
2169,23,Male,Handbag,Accessories,74,Connecticut,M,Beige,Spring,4.1,No,Next Day Air,No,No,32,Cash,Quarterly,0,0,4,40.3,0.0,No Promo Use,2368,Platinum,Satisfied,1,40.3,47.6,0,1
2170,31,Male,Coat,Outerwear,42,Florida,M,Brown,Fall,2.9,No,Next Day Air,No,No,32,Bank Transfer,Bi-Weekly,0,0,26,57.6,0.0,No Promo Use,1344,Gold,Dissatisfied,0,57.6,26.8,1,0
2171,40,Male,Sweater,Clothing,32,South Carolina,M,Turquoise,Fall,4.0,No,Next Day Air,No,No,37,Venmo,Every 3 Months,0,0,4,46.4,0.0,No Promo Use,1184,Silver,Neutral,0,46.4,23.6,0,0
2172,39,Male,Shorts,Clothing,98,Missouri,M,Yellow,Summer,4.6,No,Store Pickup,No,No,9,Cash,Fortnightly,0,0,26,29.4,0.0,No Promo Use,882,Silver,Satisfied,1,29.4,17.5,0,0
2173,28,Male,Skirt,Clothing,89,Rhode Island,S,Lavender,Fall,2.8,No,Store Pickup,No,No,6,PayPal,Fortnightly,0,0,26,25.7,0.0,No Promo Use,534,Bronze,Dissatisfied,0,25.7,10.4,0,0
2174,23,Male,Gloves,Accessories,97,Delaware,S,Cyan,Summer,5.0,No,2-Day Shipping,No,No,36,Venmo,Quarterly,0,0,4,45.2,0.0,No Promo Use,3492,Platinum,Satisfied,1,45.2,70.4,0,1
2175,42,Male,Backpack,Accessories,49,Colorado,S,Olive,Spring,2.9,No,Store Pickup,No,No,1,Cash,Annually,0,0,1,0.0,0.0,No Promo Use,49,Bronze,Dissatisfied,0,0.0,0.6,0,0
2176,68,Male,Dress,Clothing,50,Nebraska,M,Silver,Spring,3.3,No,Free Shipping,No,No,48,Credit Card,Fortnightly,0,0,26,77.2,0.0,No Promo Use,2400,Platinum,Neutral,0,77.2,48.3,1,1
2177,24,Male,Belt,Accessories,91,Vermont,S,Red,Winter,3.4,No,2-Day Shipping,No,No,44,Debit Card,Quarterly,0,0,4,55.0,0.0,No Promo Use,4004,Platinum,Neutral,0,55.0,80.8,0,1
2178,24,Male,Gloves,Accessories,93,Montana,XL,Green,Winter,3.0,No,Express,No,No,9,PayPal,Bi-Weekly,0,0,26,29.4,0.0,No Promo Use,837,Silver,Dissatisfied,0,29.4,16.6,0,0
2179,21,Male,Jewelry,Accessories,98,Florida,M,Gold,Summer,4.7,No,Standard,No,No,32,Venmo,Annually,0,0,1,38.0,0.0,No Promo Use,3136,Platinum,Satisfied,1,38.0,63.2,0,1
2180,49,Male,Socks,Clothing,82,Delaware,L,Lavender,Fall,2.9,No,Next Day Air,No,No,14,PayPal,Monthly,0,0,12,24.5,0.0,No Promo Use,1148,Silver,Dissatisfied,0,24.5,22.9,0,0
2181,41,Male,Coat,Outerwear,37,Connecticut,M,Yellow,Summer,4.1,No,Store Pickup,No,No,43,Cash,Quarterly,0,0,4,53.8,0.0,No Promo Use,1591,Gold,Satisfied,1,53.8,31.9,0,1
2182,22,Male,Handbag,Accessories,63,Hawaii,M,Black,Fall,3.2,No,Free Shipping,No,No,32,Bank Transfer,Bi-Weekly,0,0,26,57.6,0.0,No Promo Use,2016,Gold,Dissatisfied,0,57.6,40.5,1,1
2183,42,Male,Blouse,Clothing,99,New Mexico,M,Maroon,Winter,2.7,No,Store Pickup,No,No,26,Venmo,Bi-Weekly,0,0,26,50.2,0.0,No Promo Use,2574,Platinum,Dissatisfied,0,50.2,51.8,0,1
2184,30,Male,Shorts,Clothing,37,Kansas,M,Maroon,Spring,4.7,No,Store Pickup,No,No,2,Cash,Monthly,0,0,12,9.9,0.0,No Promo Use,74,Bronze,Satisfied,1,9.9,1.1,0,0
2185,38,Male,Shoes,Footwear,34,Nevada,S,Gold,Spring,3.2,No,Free Shipping,No,No,16,PayPal,Every 3 Months,0,0,4,20.7,0.0,No Promo Use,544,Bronze,Dissatisfied,0,20.7,10.6,0,0
2186,40,Male,Shorts,Clothing,32,North Carolina,M,Violet,Winter,2.5,No,Express,No,No,50,Debit Card,Every 3 Months,0,0,4,62.4,0.0,No Promo Use,1600,Gold,Dissatisfied,0,62.4,32.0,1,1
2187,55,Male,Sandals,Footwear,23,New Mexico,XL,Teal,Winter,4.3,No,Next Day Air,No,No,6,PayPal,Every 3 Months,0,0,4,8.5,0.0,No Promo Use,138,Bronze,Satisfied,1,8.5,2.4,0,0
2188,37,Male,Blouse,Clothing,78,Idaho,M,Violet,Spring,4.4,No,Free Shipping,No,No,20,PayPal,Annually,0,0,1,23.3,0.0,No Promo Use,1560,Gold,Satisfied,1,23.3,31.2,0,0
2189,41,Male,Coat,Outerwear,54,California,M,Brown,Winter,4.7,No,Next Day Air,No,No,9,Credit Card,Weekly,0,0,52,49.8,0.0,No Promo Use,486,Bronze,Satisfied,1,49.8,9.4,0,0
2190,38,Male,Blouse,Clothing,94,Wisconsin,XL,Brown,Fall,4.0,No,Express,No,No,47,Credit Card,Bi-Weekly,0,0,26,75.9,0.0,No Promo Use,4418,Platinum,Neutral,0,75.9,89.2,1,1
2191,42,Male,Belt,Accessories,75,Alaska,S,Maroon,Spring,4.6,No,Express,No,No,33,Credit Card,Annually,0,0,1,39.2,0.0,No Promo Use,2475,Platinum,Satisfied,1,39.2,49.8,0,1
2192,26,Male,Blouse,Clothing,69,Pennsylvania,S,Maroon,Summer,3.8,No,Next Day Air,No,No,46,Cash,Bi-Weekly,0,0,26,74.7,0.0,No Promo Use,3174,Platinum,Neutral,0,74.7,64.0,1,1
2193,41,Male,Scarf,Accessories,35,Virginia,L,Yellow,Winter,3.2,No,Next Day Air,No,No,9,Credit Card,Monthly,0,0,12,18.4,0.0,No Promo Use,315,Bronze,Dissatisfied,0,18.4,6.0,0,0
2194,27,Male,Shirt,Clothing,78,California,L,Turquoise,Spring,5.0,No,Express,No,No,8,PayPal,Monthly,0,0,12,17.2,0.0,No Promo Use,624,Silver,Satisfied,1,17.2,12.2,0,0
2195,61,Male,Socks,Clothing,29,Kentucky,M,Silver,Summer,3.5,No,Standard,No,No,48,Bank Transfer,Quarterly,0,0,4,59.9,0.0,No Promo Use,1392,Gold,Neutral,0,59.9,27.8,1,0
2196,58,Male,Jeans,Clothing,62,New York,M,Brown,Fall,3.7,No,Next Day Air,No,No,2,Cash,Monthly,0,0,12,9.9,0.0,No Promo Use,124,Bronze,Neutral,0,9.9,2.1,0,0
2197,25,Male,Dress,Clothing,58,Vermont,M,Gray,Spring,4.8,No,Next Day Air,No,No,31,PayPal,Weekly,0,0,52,76.7,0.0,No Promo Use,1798,Gold,Satisfied,1,76.7,36.1,1,1
2198,33,Male,Boots,Footwear,88,Pennsylvania,M,Indigo,Summer,3.7,No,2-Day Shipping,No,No,40,Venmo,Monthly,0,0,12,56.4,0.0,No Promo Use,3520,Platinum,Neutral,0,56.4,71.0,1,1
2199,57,Male,Scarf,Accessories,80,New York,L,Turquoise,Summer,3.5,No,Free Shipping,No,No,35,Venmo,Monthly,0,0,12,50.3,0.0,No Promo Use,2800,Platinum,Neutral,0,50.3,56.4,0,1
2200,39,Male,Scarf,Accessories,47,North Carolina,M,Maroon,Summer,4.9,No,Store Pickup,No,No,40,Debit Card,Monthly,0,0,12,56.4,0.0,No Promo Use,1880,Gold,Satisfied,1,56.4,37.7,1,1
2201,60,Male,Gloves,Accessories,51,Wyoming,L,Charcoal,Summer,4.7,No,Next Day Air,No,No,27,Debit Card,Every 3 Months,0,0,4,34.2,0.0,No Promo Use,1377,Gold,Satisfied,1,34.2,27.5,0,0
2202,39,Male,Pants,Clothing,25,Ohio,L,Peach,Spring,4.9,No,2-Day Shipping,No,No,10,Venmo,Annually,0,0,1,11.0,0.0,No Promo Use,250,Bronze,Satisfied,1,11.0,4.6,0,0
2203,42,Male,Dress,Clothing,36,Alabama,M,Red,Summer,4.3,No,Next Day Air,No,No,23,Credit Card,Weekly,0,0,52,66.9,0.0,No Promo Use,828,Silver,Satisfied,1,66.9,16.4,1,0
2204,53,Male,Dress,Clothing,79,Rhode Island,M,Indigo,Winter,3.1,No,Free Shipping,No,No,32,Cash,Quarterly,0,0,4,40.3,0.0,No Promo Use,2528,Platinum,Dissatisfied,0,40.3,50.9,0,1
2205,20,Male,Jeans,Clothing,41,Oregon,S,Lavender,Winter,3.4,No,2-Day Shipping,No,No,6,Debit Card,Monthly,0,0,12,14.7,0.0,No Promo Use,246,Bronze,Neutral,0,14.7,4.6,0,0
2206,46,Male,Sweater,Clothing,68,North Dakota,XL,Red,Fall,2.7,No,Express,No,No,27,PayPal,Weekly,0,0,52,71.8,0.0,No Promo Use,1836,Gold,Dissatisfied,0,71.8,36.8,1,1
2207,46,Male,Sandals,Footwear,51,Illinois,L,Green,Spring,2.6,No,Store Pickup,No,No,25,Bank Transfer,Fortnightly,0,0,26,49.0,0.0,No Promo Use,1275,Silver,Dissatisfied,0,49.0,25.4,0,0
2208,69,Male,Handbag,Accessories,38,New Mexico,M,Gray,Fall,2.9,No,Next Day Air,No,No,11,Credit Card,Annually,0,0,1,12.2,0.0,No Promo Use,418,Bronze,Dissatisfied,0,12.2,8.1,0,0
2209,28,Male,Scarf,Accessories,46,Colorado,XL,Violet,Summer,2.7,No,2-Day Shipping,No,No,23,PayPal,Monthly,0,0,12,35.6,0.0,No Promo Use,1058,Silver,Dissatisfied,0,35.6,21.0,0,0
2210,42,Male,Sandals,Footwear,20,Utah,XL,Beige,Summer,4.5,No,2-Day Shipping,No,No,44,Bank Transfer,Quarterly,0,0,4,55.0,0.0,No Promo Use,880,Silver,Satisfied,1,55.0,17.4,0,0
2211,30,Male,Sunglasses,Accessories,25,Virginia,M,Orange,Summer,3.1,No,Store Pickup,No,No,35,PayPal,Fortnightly,0,0,26,61.2,0.0,No Promo Use,875,Silver,Dissatisfied,0,61.2,17.3,1,0
2212,50,Male,Sweater,Clothing,89,Maine,L,Purple,Winter,3.2,No,Free Shipping,No,No,45,Debit Card,Every 3 Months,0,0,4,56.2,0.0,No Promo Use,4005,Platinum,Dissatisfied,0,56.2,80.8,1,1
2213,59,Male,Pants,Clothing,77,Nebraska,M,Brown,Winter,3.3,No,Next Day Air,No,No,22,Bank Transfer,Quarterly,0,0,4,28.1,0.0,No Promo Use,1694,Gold,Neutral,0,28.1,33.9,0,1
2214,54,Male,Hat,Accessories,94,Hawaii,M,Maroon,Fall,2.9,No,Express,No,No,18,Debit Card,Quarterly,0,0,4,23.2,0.0,No Promo Use,1692,Gold,Dissatisfied,0,23.2,33.9,0,1
2215,50,Male,Belt,Accessories,100,Idaho,L,Gold,Fall,4.1,No,Standard,No,No,20,Debit Card,Weekly,0,0,52,63.3,0.0,No Promo Use,2000,Gold,Satisfied,1,63.3,40.2,1,1
2216,25,Male,Sandals,Footwear,96,West Virginia,M,Indigo,Winter,2.7,No,Express,No,No,28,Credit Card,Fortnightly,0,0,26,52.7,0.0,No Promo Use,2688,Platinum,Dissatisfied,0,52.7,54.1,0,1
2217,41,Male,Pants,Clothing,36,Vermont,XL,Silver,Winter,4.0,No,Store Pickup,No,No,15,Venmo,Bi-Weekly,0,0,26,36.8,0.0,No Promo Use,540,Bronze,Neutral,0,36.8,10.5,0,0
2218,35,Male,Jewelry,Accessories,27,Indiana,XL,Red,Fall,2.6,No,Store Pickup,No,No,42,Bank Transfer,Fortnightly,0,0,26,69.8,0.0,No Promo Use,1134,Silver,Dissatisfied,0,69.8,22.6,1,0
2219,67,Male,Sunglasses,Accessories,67,Idaho,M,Magenta,Winter,3.5,No,Store Pickup,No,No,20,Debit Card,Quarterly,0,0,4,25.6,0.0,No Promo Use,1340,Gold,Neutral,0,25.6,26.8,0,0
2220,33,Male,Blouse,Clothing,91,Minnesota,S,Purple,Fall,2.8,No,Store Pickup,No,No,16,Bank Transfer,Fortnightly,0,0,26,38.0,0.0,No Promo Use,1456,Gold,Dissatisfied,0,38.0,29.1,0,0
2221,19,Male,Belt,Accessories,62,Wyoming,XL,Beige,Fall,4.5,No,Store Pickup,No,No,47,Cash,Annually,0,0,1,56.3,0.0,No Promo Use,2914,Platinum,Satisfied,1,56.3,58.7,1,1
2222,25,Male,Shorts,Clothing,88,Kansas,XL,White,Fall,3.0,No,Free Shipping,No,No,34,Credit Card,Annually,0,0,1,40.4,0.0,No Promo Use,2992,Platinum,Dissatisfied,0,40.4,60.3,0,1
2223,32,Male,Pants,Clothing,66,Georgia,M,Teal,Summer,4.4,No,Store Pickup,No,No,30,Credit Card,Weekly,0,0,52,75.5,0.0,No Promo Use,1980,Gold,Satisfied,1,75.5,39.7,1,1
2224,30,Male,Sandals,Footwear,65,Kansas,M,Gray,Fall,4.7,No,Next Day Air,No,No,5,PayPal,Quarterly,0,0,4,7.3,0.0,No Promo Use,325,Bronze,Satisfied,1,7.3,6.2,0,0
2225,18,Male,Gloves,Accessories,25,Nebraska,L,Charcoal,Winter,4.3,No,Standard,No,No,38,Cash,Quarterly,0,0,4,47.7,0.0,No Promo Use,950,Silver,Satisfied,1,47.7,18.8,0,0
2226,38,Male,Belt,Accessories,64,Washington,S,Olive,Spring,4.8,No,Free Shipping,No,No,18,Credit Card,Annually,0,0,1,20.8,0.0,No Promo Use,1152,Silver,Satisfied,1,20.8,22.9,0,0
2227,22,Male,Shirt,Clothing,72,Missouri,L,Blue,Spring,4.8,No,Store Pickup,No,No,28,Cash,Annually,0,0,1,33.1,0.0,No Promo Use,2016,Gold,Satisfied,1,33.1,40.5,0,1
2228,40,Male,Scarf,Accessories,74,Washington,S,Gray,Summer,4.4,No,Next Day Air,No,No,42,Credit Card,Fortnightly,0,0,26,69.8,0.0,No Promo Use,3108,Platinum,Satisfied,1,69.8,62.6,1,1
2229,54,Male,Gloves,Accessories,50,Kansas,M,Green,Fall,3.7,No,Free Shipping,No,No,5,Credit Card,Weekly,0,0,52,44.9,0.0,No Promo Use,250,Bronze,Neutral,0,44.9,4.6,0,0
2230,70,Male,Pants,Clothing,97,Minnesota,M,Silver,Fall,3.9,No,Express,No,No,50,Venmo,Monthly,0,0,12,68.6,0.0,No Promo Use,4850,Platinum,Neutral,0,68.6,98.0,1,1
2231,52,Male,Sneakers,Footwear,36,Colorado,S,Teal,Spring,3.8,No,Express,No,No,33,Venmo,Fortnightly,0,0,26,58.8,0.0,No Promo Use,1188,Silver,Neutral,0,58.8,23.7,1,0
2232,34,Male,Jacket,Outerwear,49,Utah,M,Beige,Fall,4.1,No,Store Pickup,No,No,1,Credit Card,Weekly,0,0,52,40.0,0.0,No Promo Use,49,Bronze,Satisfied,1,40.0,0.6,0,0
2233,65,Male,Shoes,Footwear,64,North Carolina,L,Lavender,Spring,4.0,No,Store Pickup,No,No,14,Cash,Fortnightly,0,0,26,35.5,0.0,No Promo Use,896,Silver,Neutral,0,35.5,17.8,0,0
2234,38,Male,Blouse,Clothing,31,Florida,XL,Gray,Summer,4.5,No,Express,No,No,48,Credit Card,Monthly,0,0,12,66.2,0.0,No Promo Use,1488,Gold,Satisfied,1,66.2,29.8,1,0
2235,35,Male,Boots,Footwear,66,New Hampshire,S,Yellow,Winter,4.0,No,Express,No,No,26,Cash,Weekly,0,0,52,70.6,0.0,No Promo Use,1716,Gold,Neutral,0,70.6,34.4,1,1
2236,40,Male,Socks,Clothing,82,Illinois,M,Gray,Spring,4.5,No,2-Day Shipping,No,No,44,Credit Card,Annually,0,0,1,52.7,0.0,No Promo Use,3608,Platinum,Satisfied,1,52.7,72.8,0,1
2237,23,Male,T-shirt,Clothing,88,Louisiana,M,Yellow,Winter,2.7,No,Standard,No,No,18,Debit Card,Fortnightly,0,0,26,40.4,0.0,No Promo Use,1584,Gold,Dissatisfied,0,40.4,31.7,0,1
2238,45,Male,Sandals,Footwear,34,Alabama,S,Black,Summer,3.8,No,Next Day Air,No,No,31,Venmo,Every 3 Months,0,0,4,39.1,0.0,No Promo Use,1054,Silver,Neutral,0,39.1,21.0,0,0
2239,40,Male,Sneakers,Footwear,84,Florida,L,Beige,Winter,3.8,No,Standard,No,No,18,Debit Card,Weekly,0,0,52,60.8,0.0,No Promo Use,1512,Gold,Neutral,0,60.8,30.2,1,0
2240,42,Male,Jewelry,Accessories,96,Alabama,L,Indigo,Summer,3.8,No,2-Day Shipping,No,No,41,Credit Card,Every 3 Months,0,0,4,51.3,0.0,No Promo Use,3936,Platinum,Neutral,0,51.3,79.4,0,1
2241,57,Male,Sandals,Footwear,71,California,L,Green,Winter,4.3,No,Next Day Air,No,No,18,Debit Card,Every 3 Months,0,0,4,23.2,0.0,No Promo Use,1278,Silver,Satisfied,1,23.2,25.5,0,0
2242,18,Male,Jacket,Outerwear,77,Maryland,M,Purple,Summer,3.5,No,Free Shipping,No,No,3,Bank Transfer,Bi-Weekly,0,0,26,22.1,0.0,No Promo Use,231,Bronze,Neutral,0,22.1,4.3,0,0
2243,18,Male,Skirt,Clothing,66,Nevada,M,Orange,Spring,3.8,No,Next Day Air,No,No,5,Credit Card,Bi-Weekly,0,0,26,24.5,0.0,No Promo Use,330,Bronze,Neutral,0,24.5,6.3,0,0
2244,56,Male,Shirt,Clothing,21,Massachusetts,M,Teal,Winter,3.7,No,2-Day Shipping,No,No,13,Debit Card,Annually,0,0,1,14.7,0.0,No Promo Use,273,Bronze,Neutral,0,14.7,5.1,0,0
2245,35,Male,Shorts,Clothing,37,South Carolina,M,Gold,Summer,4.8,No,2-Day Shipping,No,No,22,PayPal,Annually,0,0,1,25.7,0.0,No Promo Use,814,Silver,Satisfied,1,25.7,16.1,0,0
2246,49,Male,Socks,Clothing,90,Delaware,L,Gray,Fall,4.9,No,Free Shipping,No,No,45,PayPal,Fortnightly,0,0,26,73.5,0.0,No Promo Use,4050,Platinum,Satisfied,1,73.5,81.7,1,1
2247,49,Male,Jacket,Outerwear,96,Hawaii,M,Cyan,Fall,4.3,No,Store Pickup,No,No,39,PayPal,Every 3 Months,0,0,4,48.9,0.0,No Promo Use,3744,Platinum,Satisfied,1,48.9,75.5,0,1
2248,34,Male,Jewelry,Accessories,37,Florida,L,Teal,Summer,4.4,No,Next Day Air,No,No,18,Venmo,Annually,0,0,1,20.8,0.0,No Promo Use,666,Silver,Satisfied,1,20.8,13.1,0,0
2249,63,Male,T-shirt,Clothing,66,Rhode Island,M,Violet,Winter,3.4,No,Free Shipping,No,No,19,PayPal,Fortnightly,0,0,26,41.6,0.0,No Promo Use,1254,Silver,Neutral,0,41.6,25.0,0,0
2250,42,Male,Gloves,Accessories,45,Wyoming,XL,Indigo,Spring,4.3,No,Next Day Air,No,No,29,Debit Card,Weekly,0,0,52,74.3,0.0,No Promo Use,1305,Gold,Satisfied,1,74.3,26.0,1,0
2251,41,Male,Shoes,Footwear,89,Colorado,L,Pink,Summer,4.6,No,Store Pickup,No,No,19,Credit Card,Weekly,0,0,52,62.0,0.0,No Promo Use,1691,Gold,Satisfied,1,62.0,33.9,1,1
2252,26,Male,Shoes,Footwear,94,Virginia,L,Gold,Fall,3.8,No,Free Shipping,No,No,22,Debit Card,Monthly,0,0,12,34.3,0.0,No Promo Use,2068,Gold,Neutral,0,34.3,41.5,0,1
2253,48,Male,Shoes,Footwear,96,Nebraska,S,Maroon,Summer,3.9,No,Express,No,No,21,Bank Transfer,Annually,0,0,1,24.5,0.0,No Promo Use,2016,Gold,Neutral,0,24.5,40.5,0,1
2254,62,Male,Hoodie,Clothing,31,Oklahoma,M,Brown,Spring,2.6,No,Store Pickup,No,No,22,PayPal,Monthly,0,0,12,34.3,0.0,No Promo Use,682,Silver,Dissatisfied,0,34.3,13.4,0,0
2255,24,Male,Belt,Accessories,79,North Dakota,M,Gold,Winter,4.2,No,Store Pickup,No,No,44,PayPal,Every 3 Months,0,0,4,55.0,0.0,No Promo Use,3476,Platinum,Satisfied,1,55.0,70.1,0,1
2256,48,Male,Coat,Outerwear,39,Michigan,L,Teal,Spring,4.6,No,Store Pickup,No,No,42,Bank Transfer,Quarterly,0,0,4,52.6,0.0,No Promo Use,1638,Gold,Satisfied,1,52.6,32.8,0,1
2257,31,Male,Blouse,Clothing,22,California,M,Turquoise,Fall,5.0,No,Standard,No,No,33,Credit Card,Quarterly,0,0,4,41.5,0.0,No Promo Use,726,Silver,Satisfied,1,41.5,14.3,0,0
2258,41,Male,Skirt,Clothing,32,Tennessee,L,Olive,Fall,4.2,No,Standard,No,No,6,Bank Transfer,Annually,0,0,1,6.1,0.0,No Promo Use,192,Bronze,Satisfied,1,6.1,3.5,0,0
2259,24,Male,T-shirt,Clothing,71,Ohio,L,Cyan,Winter,4.3,No,Store Pickup,No,No,44,Credit Card,Every 3 Months,0,0,4,55.0,0.0,No Promo Use,3124,Platinum,Satisfied,1,55.0,63.0,0,1
2260,60,Male,Jeans,Clothing,96,Florida,XL,Beige,Spring,3.3,No,Free Shipping,No,No,24,Cash,Annually,0,0,1,28.2,0.0,No Promo Use,2304,Platinum,Neutral,0,28.2,46.3,0,1
2261,38,Male,Scarf,Accessories,82,Missouri,M,Blue,Fall,4.9,No,Express,No,No,16,PayPal,Quarterly,0,0,4,20.7,0.0,No Promo Use,1312,Gold,Satisfied,1,20.7,26.2,0,0
2262,58,Male,Backpack,Accessories,76,South Carolina,L,Gold,Spring,4.4,No,Standard,No,No,12,Bank Transfer,Fortnightly,0,0,26,33.1,0.0,No Promo Use,912,Silver,Satisfied,1,33.1,18.1,0,0
2263,53,Male,Backpack,Accessories,22,Arizona,M,Green,Winter,3.1,No,2-Day Shipping,No,No,50,PayPal,Monthly,0,0,12,68.6,0.0,No Promo Use,1100,Silver,Dissatisfied,0,68.6,21.9,1,0
2264,44,Male,Scarf,Accessories,40,Indiana,XL,Green,Winter,3.5,No,Store Pickup,No,No,42,Cash,Quarterly,0,0,4,52.6,0.0,No Promo Use,1680,Gold,Neutral,0,52.6,33.7,0,1
2265,51,Male,Hat,Accessories,92,North Dakota,M,Turquoise,Summer,3.9,No,2-Day Shipping,No,No,50,PayPal,Monthly,0,0,12,68.6,0.0,No Promo Use,4600,Platinum,Neutral,0,68.6,92.9,1,1
2266,36,Male,Coat,Outerwear,94,Montana,XL,Yellow,Fall,3.9,No,Store Pickup,No,No,10,PayPal,Quarterly,0,0,4,13.4,0.0,No Promo Use,940,Silver,Neutral,0,13.4,18.6,0,0
2267,20,Male,Dress,Clothing,44,Missouri,M,Yellow,Fall,4.3,No,Store Pickup,No,No,32,Debit Card,Weekly,0,0,52,78.0,0.0,No Promo Use,1408,Gold,Satisfied,1,78.0,28.1,1,0
2268,32,Male,Gloves,Accessories,49,Kentucky,S,Blue,Spring,3.8,No,Express,No,No,37,Venmo,Weekly,0,0,52,84.1,0.0,No Promo Use,1813,Gold,Neutral,0,84.1,36.4,1,1
2269,66,Male,Sweater,Clothing,26,Georgia,L,Charcoal,Spring,2.7,No,2-Day Shipping,No,No,15,Bank Transfer,Monthly,0,0,12,25.8,0.0,No Promo Use,390,Bronze,Dissatisfied,0,25.8,7.5,0,0
